postnr mon tue wed thu fri sat sun
4100 0.52631578947368418 0.59999999999999998 0.25 0.75 0.20000000000000001 0.66666666666666663
3080 1.0 1.0 1.0 0.0 0.0 1.0
4621 0.0 0.0 1.0 0.0 0.0 0.0
4622 0.0 0.0 1.0 0.0 0.0 0.0
3600 1.0 0.33333333333333331 0.5 0.0 1.0 0.5
1553 1.0 1.0 0.40000000000000002 1.0 0.66666666666666663 1.0
1555 1.0 1.0 0.40000000000000002 0.0 0.66666666666666663 1.0
1552 1.0 1.0 0.40000000000000002 1.0 1.0 1.0
1559 0.66666666666666663 0.93333333333333335 0.90909090909090906 1.0 1.0 0.20000000000000001
1560 0.66666666666666663 0.93333333333333335 0.90909090909090906 0.59999999999999998 0.84615384615384615 0.20000000000000001
1561 0.66666666666666663 0.93333333333333335 0.90909090909090906 0.59999999999999998 0.84615384615384615 0.0
3100 0.0 0.0 1.0 0.0 0.0 1.0
4640 0.5 0.5 0.0 0.0 0.0 0.0
1057 0.0 0.0 0.0 0.0 0.0 0.0
1572 0.5 1.0 0.0 0.66666666666666663 1.0 0.0
1573 0.5 1.0 0.75 0.66666666666666663 1.0 0.0
2600 0.55555555555555558 0.3888888888888889 0.76923076923076927 0.5 0.7142857142857143 0.66666666666666663
1577 0.5 1.0 0.75 0.66666666666666663 1.0 0.0
4652 0.33333333333333331 0.33333333333333331 0.0 0.0 0.0 0.0
4653 0.0 0.0 0.0 0.0 0.0 0.0
3630 0.0 0.0 0.5 0.0 0.16666666666666666 0.0
3120 0.0 0.0 0.0 0.0 0.0 0.0
2610 0.66666666666666663 0.5 0.5 0.5 0.8571428571428571 1.0
2100 0.40000000000000002 0.61538461538461542 0.55555555555555558 0.625 0.25 0.33333333333333331
4873 0.0 0.0 0.5 0.33333333333333331 1.0 0.66666666666666663
2620 0.66666666666666663 0.66666666666666663 0.5 0.5 0.0 0.0
4671 1.0 1.0 1.0 1.0 1.0 1.0
4160 0.0 0.0 0.5 0.0 0.0 0.0
2625 0.0 0.0 0.0 0.0 0.16666666666666666 0.16666666666666666
3650 0.66666666666666663 0.66666666666666663 0.55555555555555558 0.75 0.66666666666666663 1.0
1603 0.0 0.0 0.0 0.0 0.0 0.0
3140 0.0 0.0 1.0 1.0 1.0 1.0
2630 0.5 0.375 0.2857142857142857 0.83333333333333337 0.33333333333333331 0.0
4681 1.0 0.25 0.66666666666666663 0.33333333333333331 1.0 1.0
4682 1.0 0.25 0.0 0.0 0.0 0.0
4683 0.66666666666666663 0.25 0.5714285714285714 0.0 0.0 0.5
4684 1.0 1.0 0.66666666666666663 0.20000000000000001 1.0 0.5
4173 0.33333333333333331 0.0 1.0 0.0 0.0 0.0
4174 1.0 0.0 1.0 0.0 0.0 0.0
2640 0.0 0.33333333333333331 0.0 0.33333333333333331 1.0 0.5
4690 0.0 0.33333333333333331 0.66666666666666663 0.0 0.0 0.5
4180 1.0 0.0 0.0 0.5 0.5 0.0
3670 0.7142857142857143 0.75 0.5 1.0 1.0 1.0
2650 0.66666666666666663 0.375 0.2857142857142857 0.36363636363636365 0.5 0.66666666666666663
4700 0.39130434782608697 0.34782608695652173 0.40000000000000002 0.83333333333333337 0.47368421052631576 0.2857142857142857
4190 0.0 0.0 0.0 0.0 0.0 0.44444444444444442
1632 0.0 0.0 0.0 0.0 0.0 0.0
1633 0.5 0.5 1.0 1.0 1.0 0.5
1635 0.5 0.5 0.75 0.75 1.0 0.5
2660 0.0 0.33333333333333331 0.0 1.0 0.0 0.0
4440 0.5 0.0 0.0 0.0 0.0 0.0
